ITEM_20150317_000001	Empty_helmet
ITEM_20200129_025332	The tail ornament on the back symbolizes command. Commanders are always at the forefront on the battlefield and other Arbalesters follow the commands by looking at the tail decoration.	등 뒤에 달린 꼬리 장식은 지휘권을 상징합니다. 다른 아발리스터들의 지휘관들은 작전 시 항상 선두에서 활약합니다. 다른 아발리스터들은 후방에서 꼬리 장식으로 지휘관을 알아볼 수 있습니다.				
ITEM_20200129_025333	Arbalester Pursuer Costume	아발리스터 퍼슈어 코스튬				
ITEM_20200129_025334	The Arbalesters in the kingdom have black and white outfits. White costumes are often used as ceremonial robes, but also are worn by Arbalesters in the kingdom.	왕국에 소속한 아발리스터들은 검은 의상과 백색 의상을 가지고 있습니다. 백색 의상은 주로 예복으로 쓰이기도 하지만 왕국에 주둔하고 있던 아발리스터들이 착용했습니다.				
ITEM_20200129_025335	Arbalester Pursuer Special Costume	아발리스터 퍼슈어 스폐셜 코스튬				
ITEM_20200129_025336	A costume that Arbalester officers wear as a ceremonial costume in the castle.	아발리스터의 지휘관이 왕국 내에서 예복으로 사용하던 의상입니다.				
ITEM_20200129_025337	[Event] Arbalester Pursuer Costume	[이벤트] 아발리스터 퍼슈어 코스튬				
ITEM_20200129_025338	Crusader Costume	크루세이더 코스튬				
ITEM_20200129_025339	Crusaders, who were tasked with the great task of protecting the gods, wore heavy armor. It's heavy and pressing, but the Crusaders did not care.	신수의 수호라는 막중한 임무를 맡았던 크루세이더들은 중갑을 착용했습니다. 무겁긴 하지만 크루세이더들은 개의치 않아 했습니다.				
ITEM_20200129_025340	Crusader Special Costume	크루세이더 스폐셜 코스튬				
ITEM_20200129_025341	Crusaders have religious objects with them on either their armor or weapons.	크루세이더들은 갑옷이든 무기든 자유로운 방식과 형식으로 종교적인 물건을 지니고 있습니다.				
ITEM_20200129_025342	Crusader Decency Costume	크루세이더 킵 페이스 코스튬				
ITEM_20200129_025343	Crusaders add cloth to their armor to present their pride in their faith. Crusaders gather together once a week to worship. Blue cloths are used for the service.	크루세이더들은 신앙에 대한 자부심을 표하기 위해 천을 덧대어 입습니다. 크루세이더들은 일주일에 한 번 다같이 모여 예배를 봅니다. 그때는 푸른색 천을 덧댑니다.				
ITEM_20200129_025344	Crusader Decency Special Costume	크루세이더 킵 페이스 스폐셜 코스튬				
ITEM_20200129_025345	Crusaders pride themselves on their religious faith in carrying out tasks.	크루세이더는 어떤 일에서든 자신들이 가진 신앙에 대해 자부심을 가지고 있습니다.				
ITEM_20200129_025346	[Event] Crusader Decency Costume	[이벤트] 크루세이더 킵 페이스 코스튬				
ITEM_20200129_025347	Rangda Costume	랑다 코스튬				
ITEM_20200129_025348	Rangdas serve Giltine as their Lord. But they also recognize the divinity of goddesses and the demons. They use different colors for their costumes because they are based on such religious beliefs.	랑다들은 길티네를 주신으로 섬기고 있습니다. 그렇지만 그들은 여신과 마족의 신성을 동시에 인정하고 있습니다. 그들의 복장이 여러 색을 사용하고 있는 것도 그런 종교관에 바탕을 두었기 때문입니다.				
ITEM_20200129_025349	Rangda Kegelapan Costume	랑다 케겔라판 코스튬				
ITEM_20200129_025350	The Rangdas wearing black clothes carry out shamanistic rituals within the group. They believe that black clothes protects Rangdas from ominous energy during rituals.	검은색이 주로 사용된 복장을 입은 랑다는 집단 내에서도 주술적 의식을 맡고있던 랑다입니다. 그들은 검은색 옷을 입으면 의식에서 생길 수 있는 불길한 사고를 피할 수 있다고 믿습니다.				
ITEM_20200129_025351	[Event] Rangda Kegelapan Costume	[이벤트] 랑다 케겔라판 코스튬				
ITEM_20200129_025352	Neon Popolion	네온 포포리온				
ITEM_20200129_025353	A hair accessory given as a reward from Quiz of Savior.	퀴즈 오브 세이비어 보상으로 지급되는 머리장식입니다.				
ITEM_20200129_025354	Tantalizer Feelers	탄타이저 더듬이				
ITEM_20200129_025355	Accessory makers copied the shape of Tantalizer’s feelers to make this. It makes the wearer a bit more sensitive.	탄타이저의 더듬이를 본 따 만든 머리장식입니다. 평소보다 감각이 예민해집니다.				
ITEM_20200129_025356	Moringponia Hat	모링포니아 모자				
ITEM_20200129_025357	It is a copy of Moringponia’s hat.	모링포니아의 모자를 본 따 만들어졌습니다.				
ITEM_20200129_025358	Fox Spirit Mask	여우 요괴 가면				
ITEM_20200129_025359	According to an exotic legend, a man with the mask brings rain everywhere he goes. Also, he causes unexplainable phenomena and disappears with the rain cloud.{nl}Can be exchanged for medals at the Exchange shop.	머나먼 곳에서 전해지는 이야기에 따르면 이 가면을 쓴 자가 나타나는 날은 언제나 비가 내리고 신기한 일을 일으키고는 어느 새인가 비가 그치며 사라져버린다고 합니다.{nl}리사이클샵에서 메달로 교환 가능합니다.				
ITEM_20200129_025360	Tini Latte Art	티니 라떼 아트				
ITEM_20200129_025361	Tini Latte Art.{nl}Use to change your appearance.	장인의 정신으로 그려낸 티니 라떼 아트입니다.{nl}착용하면 외형이 변경 됩니다.				
ITEM_20200129_025362	This item can only be used to change the appearance of another.{nl}Includes exclusive sound and visual effects for basic attacks.{nl}Does not consume Silver when used as appearance material.{nl}Can be exchanged for Medals at the Exchange Shop.	외형 변경 전용 아이템입니다.{nl}전용 사운드(일반 공격)와 이펙트를 가지고 있습니다.{nl}해당 아이템으로 외형 변경 시 소재와 실버를 소모하지 않습니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.				
ITEM_20200129_025363	This item can only be used to change the appearance of another.{nl}Includes visual effects.{nl}Does not consume Silver when used as appearance material.{nl}Can be exchanged for Medals at the Exchange Shop.	외형 변경 전용 아이템입니다.{nl}전용 이펙트를 가지고 있습니다.{nl}해당 아이템으로 외형 변경 시 소재와 실버를 소모하지 않습니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.				
ITEM_20200129_025364	This item can only be used to change the appearance of another.{nl}Includes visual effects for basic attacks.{nl}Does not consume Silver when used as appearance material.{nl}Can be exchanged for Medals at the Exchange Shop.	외형 변경 전용 아이템입니다.{nl}전용 이펙트(일반 공격)을 가지고 있습니다.{nl}해당 아이템으로 외형 변경 시 소재와 실버를 소모하지 않습니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.				
ITEM_20200129_025365	This item can only be used to change the appearance of another.{nl}Includes sound effects for basic attacks.{nl}Does not consume Silver when used as appearance material.{nl}Can be exchanged for Medals at the Exchange Shop.	외형 변경 전용 아이템입니다.{nl}전용 사운드(일반 공격)를 가지고 있습니다.{nl}해당 아이템으로 외형 변경 시 소재와 실버를 소모하지 않습니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.	ITEM_20180730_019016	This item can only be used to change the appearance of another.{nl}Does not consume Silver when used as appearance material.{nl}Can be exchanged for Medals at the Exchange Shop.	외형 변경 전용 아이템입니다.{nl}해당 아이템으로 외형 변경 시 소재와 실버를 소모하지 않습니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.	
ITEM_20200129_025366	This item can only be used to change the appearance of another.{nl}Includes visual effects, animations, and sound effects.{nl}Does not consume Silver when used as appearance material.{nl}Can be exchanged for Medals at the Exchange Shop.	외형 변경 전용 아이템입니다.{nl}전용 애니메이션과 이펙트, 사운드를 가지고 있습니다.{nl}해당 아이템으로 외형 변경 시 소재와 실버를 소모하지 않습니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.	ITEM_20180730_019016	This item can only be used to change the appearance of another.{nl}Does not consume Silver when used as appearance material.{nl}Can be exchanged for Medals at the Exchange Shop.	외형 변경 전용 아이템입니다.{nl}해당 아이템으로 외형 변경 시 소재와 실버를 소모하지 않습니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.	
ITEM_20200129_025367	Crane Sword	두루미검				
ITEM_20200129_025368	Taegeuk Small Drum	태극무늬 소고				
ITEM_20200129_025369	Wave Greatsword	파도구름 대검				
ITEM_20200129_025370	Lotus Staff	홍련 스태프				
ITEM_20200129_025371	Red Lotus Staff	진홍련 로드				
ITEM_20200129_025372	Dark Cloud Bow	번개구름 보우				
ITEM_20200129_025373	White Cloud Bow	흰눈구름 보우				
ITEM_20200129_025374	Wave Scimitar	파도구름 언월도				
ITEM_20200129_025375	Guardian Rapier	십이지신의 레이피어				
ITEM_20200129_025376	Dokkabi Mace	금 나와라 뚝딱				
ITEM_20200129_025377	Dokkabi Maul	금 쏟아져라 뚝딱				
ITEM_20200129_025378	Swallow Crossbow	제비 석궁				
ITEM_20200129_025379	Giant Bell Cannon	대종 캐논				
ITEM_20200129_025380	Reissue Cafe T-shirt (Male)	리슈 카페 티셔츠(남)				
ITEM_20200129_025381	A Reissue Cafe costume in celebration of the collaboration. Your appearance will change if you equip this.	리슈 카페 콜라보 기념으로 지급드리는 의상입니다. 착용하면 외형이 변경됩니다.				
ITEM_20200129_025382	Reissue Cafe T-shirt (Female)	리슈 카페 티셔츠(여)				
ITEM_20200129_025383	[4ever] Savinose Legva Sword	[4ever] 세비노스 레그바 소드				
ITEM_20200129_025384	[4ever] Savinose Legva Two-handed Sword	[4ever] 세비노스 레그바 투 핸드 소드				
ITEM_20200129_025385	[4ever] Savinose Legva Rod	[4ever] 세비노스 레그바 로드				
ITEM_20200129_025386	[4ever] Savinose Legva Bow	[4ever] 세비노스 레그바 보우				
ITEM_20200129_025387	[4ever] Savinose Legva Crossbow	[4ever] 세비노스 레그바 크로스보우				
ITEM_20200129_025388	[4ever] Savinose Legva Mace	[4ever] 세비노스 레그바 메이스				
ITEM_20200129_025389	[4ever] Savinose Legva Two-handed Mace	[4ever] 세비노스 레그바 투 핸드 메이스				
ITEM_20200129_025390	[4ever] Savinose Legva Spear	[4ever] 세비노스 레그바 스피어				
ITEM_20200129_025391	[4ever] Savinose Legva Pike	[4ever] 세비노스 레그바 파이크				
ITEM_20200129_025392	[4ever] Savinose Legva Staff	[4ever] 세비노스 레그바 스태프				
ITEM_20200129_025393	[4ever] Savinose Legva Rapier	[4ever] 세비노스 레그바 레이피어				
ITEM_20200129_025394	[4ever] Savinose Legva Cannon	[4ever] 세비노스 레그바 캐논				
ITEM_20200129_025395	[4ever] Savinose Legva Musket	[4ever] 세비노스 레그바 머스킷				
ITEM_20200129_025396	[4ever] Savinose Legva Dagger	[4ever] 세비노스 레그바 대거				
ITEM_20200129_025397	[4ever] Savinose Legva Pistol	[4ever] 세비노스 레그바 피스톨				
ITEM_20200129_025398	[4ever] Savinose Legva Shield	[4ever] 세비노스 레그바 실드				
ITEM_20200129_025399	[4ever] Savinose Pilgriste Gloves	[4ever] 세비노스 피그림테 글로브				
ITEM_20200129_025400	[4ever] Savinose Pilgriste Boots	[4ever] 세비노스 피그림테 부츠				
ITEM_20200129_025401	[4ever] Savinose Pilgriste Pants	[4ever] 세비노스 피그림테 팬츠				
ITEM_20200129_025402	[4ever] Savinose Pilgriste Robe	[4ever] 세비노스 피그림테 로브				
ITEM_20200129_025403	[4ever] Savinose Vymedzai Leather Gloves	[4ever] 세비노스 비메자이 레더 글로브				
ITEM_20200129_025404	[4ever] Savinose Vymedzai Leather Boots	[4ever] 세비노스 비메자이 레더 부츠				
ITEM_20200129_025405	[4ever] Savinose Vymedzai Leather Pants	[4ever] 세비노스 비메자이 레더 팬츠				
ITEM_20200129_025406	[4ever] Savinose Vymedzai Leather Armor	[4ever] 세비노스 비메자이 레더 아머				
ITEM_20200129_025407	[4ever] Savinose Akmo Gauntlet	[4ever] 세비노스 아크모 건틀릿				
ITEM_20200129_025408	[4ever] Savinose Akmo Greaves	[4ever] 세비노스 아크모 그리브				
ITEM_20200129_025409	[4ever] Savinose Akmo Plate Pants	[4ever] 세비노스 아크모 플레이트 팬츠				
ITEM_20200129_025410	[4ever] Savinose Akmo Plate Armor	[4ever] 세비노스 아크모 플레이트 아머				
ITEM_20200129_025411	[Reward] Leather Trinket	[PC방] 레더 트링킷				
ITEM_20200129_025412	Savinose Elder Trinket (20 min)	세비노스 엘더 트링킷(20분)				
ITEM_20200129_025413	[Event] GM's Astro Ambition Helmet	[이벤트] 폴라리스 우주 비행사 헬멧				
ITEM_20200129_025414	[Event] Popolion Doll	[이벤트] 포포리온 인형				
ITEM_20200129_025415	[Event] White Cat Ears	[이벤트] 하얀색 고양이 귀				
ITEM_20200129_025416	[Event] Cherry Blossom Hairpin	[이벤트] 벚꽃 머리핀				
ITEM_20200129_025417	[Event] Smile Orange	[이벤트] 스마일 오렌지				
ITEM_20200129_025418	[Event] Grey Cat Ears	[이벤트] 회색 고양이 귀				
ITEM_20200129_025419	[Event] Fried Egg	[이벤트] 계란 후라이				
ITEM_20200129_025420	Looks delicious. Right-click to equip.	맛있어 보입니다. 오른쪽 클릭으로 장착할 수 있습니다.				
ITEM_20200129_025421	[Event] GM's Astro Ambition Costume (Male)	[이벤트] 폴라리스 우주 비행사 코스튬 (남)				
ITEM_20200129_025422	[Event] GM's Astro Ambition Costume (Female)	[이벤트] 폴라리스 우주 비행사 코스튬 (여)				
ITEM_20200129_025423	[4ever] Sword	[4ever] 소드				
ITEM_20200129_025424	4ever Package	4ever 패키지				
ITEM_20200129_025425	. Items obtained can be increased to Lv. 430 in correspondence with the owner's level.	를 사용한 유저만 얻을 수 있는 전용 무기입니다. 주인의 레벨에 따라 430 레벨까지 성장합니다.				
ITEM_20200129_025426	[4ever] Two-handed Sword	[4ever] 투 핸드 소드				
ITEM_20200129_025427	[4ever] Rod	[4ever] 로드				
ITEM_20200129_025428	[4ever] Bow	[4ever] 보우				
ITEM_20200129_025429	[4ever] Crossbow	[4ever] 크로스 보우				
ITEM_20200129_025430	[4ever] Mace	[4ever] 메이스				
ITEM_20200129_025431	[4ever] Spear	[4ever] 스피어				
ITEM_20200129_025432	[4ever] Two-handed Spear	[4ever] 투 핸드 스피어				
ITEM_20200129_025433	[4ever] Staff	[4ever] 스태프				
ITEM_20200129_025434	[4ever] Rapier	[4ever] 레이피어				
ITEM_20200129_025435	[4ever] Shield	[4ever] 실드				
ITEM_20200129_025436	[4ever] Dagger	[4ever] 대거				
ITEM_20200129_025437	[4ever] Cannon	[4ever] 캐논				
ITEM_20200129_025438	[4ever] Pistol	[4ever] 피스톨				
ITEM_20200129_025439	[4ever] Musket	[4ever] 머스킷				
ITEM_20200129_025440	[4ever] Two-handed Mace	[4ever] 투 핸드 메이스				
ITEM_20200129_025441	Gumiho Tails	구미호 꼬리				
ITEM_20200129_025442	According to an exotic legend, there is a fox spirit that has a deep desire to be a human. The costume is a copy of the spirit’s tails.{nl} Can be exchanged for medals at the Exchange Shop.	머나먼 곳에서 이야기로 전해져 오는 인간이 되고 싶어하는 여우 요괴의 꼬리를 본뜬 거라고 합니다. 이것이 실제 그 요괴의 꼬리인지는 밝혀지지 않았습니다.{nl}리사이클샵에서 메달로 교환 가능합니다.				
ITEM_20200129_025443	Pyrmas Tantalizer Wings	피르마스 탄타이저 날개				
ITEM_20200129_025444	Wings of Tantalizer. They emit dismal energy.	탄타이저의 날개입니다. 음산한 기운을 발산합니다.				
ITEM_20200129_025445	Pyrmas Moringponia Wings	피르마스 모링포니아 날개				
ITEM_20200129_025446	Wings of Moringponia.{nl}The demonic energy is the power source.	모링포니아의 날개입니다.{nl}남아있는 마력으로 작동합니다.				
ITEM_20200129_025447	Antras Tantalizer Wings	안트라스 탄타이저 날개				
ITEM_20200129_025448	Antras Moringponia Wings	안트라스 모링포니아 날개				
ITEM_20200129_025449	Pink Strand Wing	십이지신의 띠날개 (분청)				
ITEM_20200129_025450	Wings of the twelve guardians who are said to be guarding the sacred places as the goddesses asked. The color pink represents the benevolent heart toward humans.{nl}Can be exchanged for medals at the Exchange Shop.	여신의 뜻에 따라 신성한 장소를 지키고 있다고 전해지는 십이지신들의 날개입니다. 분청색은 인간에 대한 자애로운 마음을 뜻하고 있습니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.				
ITEM_20200129_025451	Red Strand Wing	십이지신의 띠날개 (적녹)				
ITEM_20200129_025452	Wings of the twelve guardians who are said to be guarding the sacred places as the goddesses asked. The color red represents the dignity of the Divine Tree.{nl}Can be exchanged for medals at the Exchange Shop.	여신의 뜻에 따라 신성한 장소를 지키고 있다고 전해지는 십이지신들의 날개입니다. 적녹색은 신수의 존엄을 뜻하고 있습니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.				
ITEM_20200129_025453	Green Strand Wing	십이지신의 띠날개 (연청)				
ITEM_20200129_025454	It is the wings of the twelve zodiacs who are said to be guarding the sacred place according to the will of the goddess. The color green represents respect for and trust in goddesses.{nl}Can be exchanged for medals at the Exchange Shop.	여신의 뜻에 따라 신성한 장소를 지키고 있다고 전해지는 십이지신들의 날개입니다. 연청색은 여신에 대한 존중과 신뢰를 뜻하고 있습니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.				
ITEM_20200129_025455	Basic Skin 1	기본 스킨1				
ITEM_20200129_025456	[Skin]	[스킨]				
ITEM_20200129_025457	Equip to change your character’s appearance.	장착하면 캐릭터의 스킨이 변경됩니다.				
ITEM_20200129_025458	Basic Skin 2	기본 스킨2				
ITEM_20200129_025459	Basic Skin 3	기본 스킨3				
ITEM_20200129_025460	Premium Skin 1	프리미엄 스킨1				
ITEM_20200129_025461	Premium Skin 2	프리미엄 스킨2				
ITEM_20200129_025462	Premium Skin 3	프리미엄 스킨3				
ITEM_20200129_025463	Premium Skin 4	프리미엄 스킨4				
ITEM_20200129_025464	Premium Skin 5	프리미엄 스킨5				
ITEM_20200129_025465	Premium Skin 6	프리미엄 스킨6				
ITEM_20200129_025466	Human-favoring tiny Tini came to you.{nl}Get into adventures with tiny Tini.{nl}The toy is influenced by the energy of its owner, and is known to mimic their movements.{nl}The doll mimics basic attack, sub attack and premium movements, with special gestures for rest and personal shop modes.{nl}Can be exchanged for medals at the Exchange Shop.	인간을 좋아하는 꼬꼬마 티니가 당신의 곁에 왔스니다.{nl}꼬꼬마 티니랑 함께 즐겁게 온 지역을 모험해보세요.{nl}주인의 힘에 영향을 받아, 착용자의 일부 행동을 따라합니다.{nl}인형은 기본 공격과 보조 공격, 유료 포즈를 따라하며, 휴식모드 및 개인 상점 개설 시 특수한 동작을 합니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.				
ITEM_20200129_025467	Guardian Halo	십이지신의 헤일로				
ITEM_20200129_025468	It possesses all blessing bestowed by the twelve goddesses. However, Giltine refused to be apart and instead, Goddess Medeina blessed the halo. This light is the source of the power that the 12 guardians need.{nl}Can be exchanged for medals at the Exchange Shop.	열두 여신들의 축복이 섞여 있습니다. 단, 길티네는 십이지신에게 축복을 내리기를 거부했으며 그 대신 메데이나 여신이 축복을 내렸습니다. 이 빛은 십이지신이 필요로 하는 모든 힘의 근원이 됩니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.				
ITEM_20200129_025469	Mark of Doggaebi	도깨비왕 강림				
ITEM_20200129_025470	The twelve 12 guardians keep the sacred places from the king of Doggaebi. According to a legend, the goddess would take the guardians’ souls away if they let the Dokkabi king be able to step into the sacred places.{nl}Can be exchanged for medals at the Exchange Shop.	십이지신은 도깨비 왕으로부터 신성한 장소를 지키고 있습니다. 전해지는 전설에 따르면, 도깨비 왕이 신성한 장소에 들어서게 되는 날에는 여신들이 크게 분노하여 십이지신들의 영혼을 거두어 갈 것이라고 합니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.				
ITEM_20200129_025471	Kedoran Primus Legva Sword	케도란 프리머스 레그바 소드				
ITEM_20200129_025472	Kedoran Primus Legva Two-handed Sword	케도란 프리머스 레그바 투 핸드 소드				
ITEM_20200129_025473	Kedoran Primus Legva Rod	케도란 프리머스 레그바 로드				
ITEM_20200129_025474	Kedoran Primus Legva Bow	케도란 프리머스 레그바 보우				
ITEM_20200129_025475	Kedoran Primus Legva Crossbow	케도란 프리머스 레그바 크로스보우				
ITEM_20200129_025476	Kedoran Primus Legva Mace	케도란 프리머스 레그바 메이스				
ITEM_20200129_025477	Kedoran Primus Legva Two-handed Mace	케도란 프리머스 레그바 투 핸드 메이스				
ITEM_20200129_025478	Kedoran Primus Legva Shield	케도란 프리머스 레그바 실드				
ITEM_20200129_025479	Kedoran Primus Legva Spear	케도란 프리머스 레그바 스피어				
ITEM_20200129_025480	Kedoran Primus Legva Pike	케도란 프리머스 레그바 파이크				
ITEM_20200129_025481	Kedoran Primus Legva Dagger	케도란 프리머스 레그바 대거				
ITEM_20200129_025482	Kedoran Primus Legva Staff	케도란 프리머스 레그바 스태프				
ITEM_20200129_025483	Kedoran Primus Legva Pistol	케도란 프리머스 레그바 피스톨				
ITEM_20200129_025484	Kedoran Primus Legva Rapier	케도란 프리머스 레그바 레이피어				
ITEM_20200129_025485	Kedoran Primus Legva Cannon	케도란 프리머스 레그바 캐논				
ITEM_20200129_025486	Kedoran Primus Legva Musket	케도란 프리머스 레그바 머스킷				
ITEM_20200129_025487	Kedoran Primus Pilgriste Robe	케도란 프리머스 피그림테 로브				
ITEM_20200129_025488	Kedoran Primus Vymedzai Leather Armor	케도란 프리머스 비메자이 레더 아머				
ITEM_20200129_025489	Kedoran Primus Akmo Plate Armor	케도란 프리머스 아크모 플레이트 아머				
ITEM_20200129_025490	Kedoran Primus Pilgriste Pants	케도란 프리머스 피그림테 팬츠				
ITEM_20200129_025491	Kedoran Primus Vymedzai Leather Pants	케도란 프리머스 비메자이 레더 팬츠				
ITEM_20200129_025492	Kedoran Primus Akmo Plate Pants	케도란 프리머스 아크모 플레이트 팬츠				
ITEM_20200129_025493	Kedoran Primus Pilgriste Boots	케도란 프리머스 피그림테 부츠				
ITEM_20200129_025494	Kedoran Primus Vymedzai Leather Boots	케도란 프리머스 비메자이 레더 부츠				
ITEM_20200129_025495	Kedoran Primus Akmo Greaves	케도란 프리머스 아크모 그리브				
ITEM_20200129_025496	Kedoran Primus Pilgriste Gloves	케도란 프리머스 피그림테 글로브				
ITEM_20200129_025497	Kedoran Primus Vymedzai Leather Gloves	케도란 프리머스 비메자이 레더 글로브				
ITEM_20200129_025498	Kedoran Primus Akmo Gauntlets	케도란 프리머스 아크모 건틀릿				
ITEM_20200129_025499	Use to reset the entry restrictions for instanced dungeons.	사용 시 인스턴스 던전의 입장 횟수가 초기화됩니다.				
ITEM_20200129_025500	Used to enhance gems. Amplifies the EXP of gems.{nl}- Gem EXP Gain: 1,200	젬을 강화시킬 때 사용합니다. 젬의 경험치를 대폭 올려줍니다.{nl} - 획득 젬 경험치: 1,200				
ITEM_20200129_025501	Used to enhance gems. Amplifies the EXP of gems.{nl}- Gem EXP Gain: 3,900	젬을 강화시킬 때 사용합니다. 젬의 경험치를 대폭 올려줍니다.{nl} - 획득 젬 경험치: 3,900				
ITEM_20200129_025502	Used to enhance gems. Amplifies the EXP of gems.{nl}- Gem EXP Gain: 14,200	젬을 강화시킬 때 사용합니다. 젬의 경험치를 대폭 올려줍니다.{nl} - 획득 젬 경험치: 14,700				
ITEM_20200129_025503	Gem Abrasive: 5,000	젬 연마제: 5,000	ITEM_20180320_017597	Gem Abrasive: 5000	젬 연마제: 5000	
ITEM_20200129_025504	Used to enhance gems. Amplifies the EXP of gems.{nl}- Gem EXP Gain: 5,000{nl} Can be exchanged for medals at the Exchange Shop.	젬을 강화시킬 때 사용합니다. 젬의 경험치를 대폭 올려줍니다.{nl} - 획득 젬 경험치: 5,000{nl} 리사이클샵에서 메달로 교환 가능합니다.	ITEM_20180320_017598	Used to enhance gems. Amplifies the EXP of gems.{nl}- Gem EXP Gain: 500{nl} Can be exchanged for medals at the Exchange Shop.	젬을 강화시킬 때 사용합니다. 젬의 경험치를 대폭 올려줍니다.{nl} - 획득 젬 경험치: 5000{nl} 리사이클샵에서 메달로 교환 가능합니다.	
ITEM_20200129_025505	Lv2 EXP Card (x5)	LV2 경험치 카드(x5)				
ITEM_20200129_025506	Adds +13430 Character EXP and +10341 Class EXP. Can be used at Lv. 5 or above.	경험치를 +13430 클래스 경험치를 +10341 상승시켜 줍니다. 5 레벨부터 사용할 수 있습니다.				
ITEM_20200129_025507	Lv3 EXP Card (x5)	LV3 경험치 카드(x5)				
ITEM_20200129_025508	Adds +42210 Character EXP and +32501 Class EXP. Can be used at Lv. 20 or above.	경험치를 +42210 클래스 경험치를 +32501 상승시켜 줍니다. 20 레벨부터 사용할 수 있습니다.				
ITEM_20200129_025509	Lv5 EXP Card (x5)	LV5 경험치 카드(x5)				
ITEM_20200129_025510	Adds +122855 Character EXP and +94598 Class EXP. Can be used at Lv. 60 or above.	경험치를 +122855 클래스 경험치를 +94598 상승시켜 줍니다. 60 레벨부터 사용할 수 있습니다.				
ITEM_20200129_025511	Lv6 EXP Card (x5)	LV6 경험치 카드(x5)				
ITEM_20200129_025512	Adds +301560 Character EXP and +232201 Class EXP. Can be used at Lv. 70 or above.	경험치를 +301560 클래스 경험치를 +232201 상승시켜 줍니다. 70 레벨부터 사용할 수 있습니다.				
ITEM_20200129_025513	Lv7 EXP Card (x5)	LV7 경험치 카드(x5)				
ITEM_20200129_025514	Adds +710750 Character EXP and +547277 Class EXP. Can be used from Lv. 100 or above.	경험치를 +710750 클래스 경험치를 +547277 상승시켜 줍니다. 100 레벨부터 사용할 수 있습니다.				
ITEM_20200129_025515	Lv10 EXP Card (x10)	LV10 경험치 카드(x10)				
ITEM_20200129_025516	Adds +5410230 Character EXP and +4165877 Class EXP. Can be used from Lv. 180 or above.	경험치를 +5410230 클래스 경험치를 +4165877 상승시켜 줍니다. 180 레벨부터 사용할 수 있습니다.				
ITEM_20200129_025517	Lv11 EXP Card (x10)	LV11 경험치 카드(x10)				
ITEM_20200129_025518	Adds +9850610 Character EXP and +7584969 Class EXP. Can be used from Lv. 210 or above.	경험치를 +9850610 클래스 경험치를 +7584969 상승시켜 줍니다. 210 레벨부터 사용할 수 있습니다.				
ITEM_20200129_025519	Lv14 EXP Card (x5)	LV14 경험치 카드(x5)				
ITEM_20200129_025520	Adds +65948705 Character EXP and +50780502 Class EXP. Can be used from Lv. 300 or above.	경험치를 +65948705 클래스 경험치를 +50780502 상승시켜 줍니다. 300 레벨부터 사용할 수 있습니다.				
ITEM_20200129_025521	Lv15 EXP Card (x3)	LV15 경험치 카드(x3)				
ITEM_20200129_025522	Adds +93637878 Character EXP and +72101166 Class EXP. Can be used from Lv. 320 or above.	경험치를 +93637878 클래스 경험치를 +72101166 상승시켜 줍니다. 320 레벨부터 사용할 수 있습니다.				
ITEM_20200129_025523	Lv16 EXP Card	LV16 경험치 카드				
ITEM_20200129_025524	Adds +78031565 Character EXP and +60084305 Class EXP. Can be used from Lv. 320 or above.	경험치를 +78031565 클래스 경험치를 +60084305 상승시켜 줍니다. 320 레벨부터 사용할 수 있습니다.				
ITEM_20200129_025525	Hero Potion Selection Box	영웅의 포션 선택 상자				
ITEM_20200129_025526	Use to obtain an item of your choice.{nl} - Hero's Support Box: Punishment{nl} - Hero's Support Box: Protection	사용 시 리스트 중 원하는 아이템이 지급됩니다.{nl} - 영웅의 지원 상자: 징벌{nl} - 영웅의 지원 상자: 가호				
ITEM_20200129_025527	[Gemstone Feud] Lv.14 EXP Card	[자원 쟁탈전] LV14 경험치 카드				
ITEM_20200129_025528	Adds +13189741 Character EXP and +10156100 Class EXP. Can be used from Lv. 300 to 449.{nl}{#FF0000}* Not available for characters at Lv.450 or above.{/}	경험치를 +13189741 클래스 경험치를 +10156100 상승시켜 줍니다. 300 레벨부터 449레벨까지 사용할 수 있습니다.{nl}{#FF0000}* 450 레벨 이상 캐릭터는 사용이 불가능합니다.{/}				
ITEM_20200129_025529	[Gemstone Feud] Lv.15 EXP Card	[자원 쟁탈전] LV15 경험치 카드				
